12|Berith|15|0|-n--w--|12/10/9/12/9|36-19/102-18/142-16/165-0/166-17/225-20/247-0|-1
0|Black Frost|38|6|-dd---r|23/31/22/23/22|7-43/40-0/86-42/118-0/144-0/148-41/162-40/167-44|-1
14|Byakko|62|2|-wdn-n-|47/32/35/49/30|14-66/27-64/39-0/49-0/115-0/117-67/130-68|-1
5|Cerberus|52|1|-rw----|37/30/32/35/29|7-0/27-58/86-57/98-0/143-53/216-55/275-53|-1
10|Clotho|44|4|----r--|22/31/28/26/32|95-49/134-0/139-47/169-0/172-45/179-50/282-48|-1
16|Cu Chulainn|46|4|s-w-r--|40/32/28/25/20|49-0/69-50/95-51/134-0/149-47/162-48/280-49/281-53|-1
19|Cu Sith|10|4|-w--s--|10/5/6/9/7|94-0/103-11/132-13/203-0/207-0/270-15/280-14|-1
6|Cybele|64|9|-snw---|41/47/37/39/35|156-70/157-0/171-67/212-0/242-68/275-0|-1
5|Daisoujou|60|5|-n---nw|34/45/40/30/41|7-62/54-0/69-63/107-65/108-0/136-64/139-0/243-67|-1
0|Decarabia|46|1|w--nsn-|27/36/25/26/31|7-0/78-48/86-51/150-0/159-50/236-52/267-0|-1
1|Dis|39|1|-r-----|25/31/24/26/21|7-43/52-0/55-0/61-41/144-0/148-42/162-44|-1
8|Dominion|38|5|---nwrw|22/32/25/24/18|107-40/108-0/153-42/176-44/230-41/258-43/286-0|-1
7|Eligor|12|0|s----ws|11/6/13/8/5|6-0/18-14/87-15/142-13/197-0/230-17/251-16|-1
5|Flauros|36|0|-nw-s--|30/20/24/20/21|8-0/17-39/47-41/61-40/84-0/114-38/261-0|-1
9|Forneus|6|2|--sw--n|4/5/7/9/5|38-0/59-10/193-8/208-7/248-0/261-0|-1
10|Fortuna|35|4|-n-wn--|19/23/22/26/22|27-39/59-37/96-0/134-38/207-0/282-40|-1
7|Futsunushi|80|0|n-----w|59/38/61/44/45|13-84/17-82/19-85/89-86/149-0/177-83/199-0/202-0|7
17|Fuu-Ki|43|4|-w-----|25/32/34/27/18|17-46/46-0/76-45/96-0/180-49/269-0/282-47|-1
3|Gabriel|44|2|-s--dnw|28/34/22/30/25|57-50/72-45/111-48/131-0/157-0/258-47|-1
17|Ganesha|50|4|---wn--|38/29/31/27/32|68-55/95-0/115-54/133-56/139-0/168-0/199-52|-1
2|Ganga|29|2|-wd---w|16/22/16/19/21|40-0/43-32/51-0/55-0/76-35/157-33/163-31|-1
17|Garuda|57|9|---wrr-|39/33/28/47/31|14-60/20-0/27-63/55-0/95-0/115-61/224-62|-1
19|Gdon|31|1|-dw----|27/10/23/22/18|8-0/77-36/87-35/88-0/104-33/142-0/144-34|-1
14|Genbu|40|2|--nw---|28/27/39/12/21|35-44/75-46/131-0/138-43/145-0/216-42/236-45|-1
13|Ghoul|9|8|-wn--w-|8/7/9/5/5|30-0/74-11/193-0/195-14/197-12/208-13/256-10|-1
18|Girimehkala|48|10|r----ww|36/35/23/30/27|34-51/70-53/141-50/161-0/196-0/199-0/223-56/266-52|-1
3|Gorgon|34|2|--n--w-|20/21/25/24/19|40-0/47-35/118-39/131-38/154-0/175-36|-1
5|Hachiman|70|3|--nn--w|33/60/39/38/47|52-74/67-72/139-0/149-0/152-0/240-75|-1
11|Hanuman|42|0|s-nw---|31/25/31/21/25|33-44/63-46/68-47/161-0/199-48/208-0/212-0|-1
2|Hariti|59|9|--nws--|31/47/33/34/39|20-62/39-0/54-0/145-0/156-61/242-64|-1
17|Helel|87|7|sn--wnn|56/57/56/49/50|19-92/99-0/120-90/143-0/160-0/164-94/224-91/241-88|17
12|Hell Biker|66|1|-r---w-|49/40/40/48/28|1-71/5-0/7-0/68-68/86-73/143-70/167-69|-1
2|High Pixie|22|3|--wn---|10/21/10/19/13|60-26/121-25/151-0/154-0/256-0/271-27/286-24|-1
9|Hitokoto-Nushi|41|8|-wn-n--|28/33/30/20/19|24-47/27-0/66-46/90-0/194-0/232-45/286-43|-1
5|Hokuto Seikun|45|3|-w-r---|29/34/31/26/22|33-47/46-50/66-0/172-0/230-48/285-51/286-0|-1
19|Horus|68|9|-w-n-r-|45/48/35/45/38|4-73/54-0/133-0/136-0/149-71/281-70|-1
1|Hua Po|25|1|-nw----|14/21/15/17/15|8-0/61-29/87-30/88-26/137-27/207-0/210-0|-1
15|Incubus|28|8|-n---wn|17/22/16/19/17|8-0/80-0/97-33/163-0/253-32/255-30|-1
9|Ippon-Datara|17|6|-s---wn|15/6/14/13/10|8-20/140-19/142-0/165-0/166-22/209-21|-1
6|Ishtar|71|9|---nw--|46/44/33/48/49|4-77/14-75/152-73/156-0/169-0/241-78/242-0/252-76|6
3|Isis|79|9|--rw---|52/48/42/48/54|2-82/39-0/44-80/130-83/156-0/178-86/241-85/267-0|3
0|Izanagi|1|3|---sw-n|3/2/2/3/2|42-0/207-0/208-3/261-5/284-0|-1
23|Izanagi-no-Okami|91|7|sssss--|80/80/80/80/80|7-92/15-0/39-93/65-98/86-96/95-95/117-97/160-0/162-0/276-0/281-99/285-94|23
1|Jack Frost|16|2|-wn----|10/14/12/11/8|40-19/60-20/118-18/119-0/129-0/154-0/162-25|-1
19|Jatayu|61|4|---wd--|38/44/35/48/25|14-62/95-0/105-64/133-66/175-0/219-65|-1
1|Jinn|62|1|-d-w---|37/51/38/39/28|7-0/87-66/90-0/186-67/236-65/274-68|-1
17|Kaiwan|24|10|w-----n|16/23/14/15/11|41-0/127-28/140-0/234-27/253-29/255-26/267-0|-1
11|Kali|50|2|--nw--n|37/25/36/35/27|39-0/49-52/115-54/167-0/199-55/240-53|-1
17|Kartikeya|67|3|---r---|47/39/40/44/38|25-0/104-70/115-68/152-0/171-69/202-75|-1
2|Kikuri-Hime|48|9|-n-s--w|26/36/28/31/30|8-0/54-52/57-54/157-0/198-0/226-53/242-50|-1
7|Kin-Ki|54|0|n------|41/25/53/23/27|98-56/115-0/199-60/240-59/244-57/277-0|-1
4|King Frost|22|2|-wd----|11/20/17/13/12|16-28/40-0/60-24/118-26/119-0/129-0/182-27/207-23|-1
5|Kohryu|76|3|---r-n-|50/53/54/40/38|65-80/152-78/156-0/162-79/241-83/242-0/252-82/285-0|5
9|Kurama Tengu|48|4|-s-wd--|30/34/28/38/21|96-0/104-50/148-0/214-52/228-53/275-0/282-51|-1
11|Kusi Mitama|28|4|---wn--|18/21/12/19/21|82-34/96-0/251-0/258-32/259-31/270-33/286-0|-1
10|Lachesis|51|4|--swn--|31/39/25/34/31|4-55/95-0/138-54/147-0/212-53/214-56/230-57|-1
9|Lamia|26|8|-s-s--n|16/23/12/20/14|8-0/144-32/173-0/187-29/195-28/196-0/251-30|-1
6|Leanan Sidhe|42|9|-wn-s--|19/33/26/29/36|43-44/57-47/72-45/154-0/157-0/242-46/264-43|-1
0|Legion|21|8|-ss--ws|14/14/18/13/11|43-24/80-0/91-25/165-0/209-23/259-26/264-0|-1
15|Lilim|10|6|-----ws|4/11/5/9/8|73-12/74-0/140-15/165-0/256-13/284-0|-1
15|Lilith|53|3|---r-wn|30/43/30/36/27|10-57/67-56/139-0/152-55/190-54/285-0|-1
0|Loki|64|2|-wd---n|48/50/31/47/23|39-0/115-67/117-66/130-68/174-70/182-69/207-0/245-0|0
20|Lucifer|93|2|s----wn|62/69/61/52/51|0-98/37-0/39-0/117-94/162-0/222-96/252-95/276-99|20
1|Mada|78|1|-dw----|45/63/52/38/43|7-0/10-83/77-82/86-84/87-0/90-0/143-81|1
13|Mahakala|78|0|-d-r--n|58/38/57/49/39|7-0/86-84/141-83/143-82/162-80/166-85/171-0/199-0|13
12|Makami|27|1|-nw-swn|16/21/13/22/16|8-0/27-29/55-30/62-32/233-33/235-31/257-0|-1
16|Mara|62|1|-d--swr|44/35/48/36/30|3-66/7-0/34-0/86-67/139-64/199-63|-1
16|Masakado|69|5|nn-w--w|51/32/45/46/40|19-74/71-76/107-73/136-0/171-71/263-0|-1
13|Matador|24|0|-w----r|17/10/16/25/11|27-29/52-0/140-0/166-26/209-27/259-30/260-0|-1
8|Melchizedek|66|9|-----nw|51/46/46/34/28|11-0/99-72/108-0/136-69/149-68/156-0|-1
20|Metatron|83|5|-n---nw|54/55/53/46/48|112-0/136-0/160-86/219-88/220-89/221-87|-1
20|Michael|72|0|s---wn-|45/42/43/48/45|108-0/112-79/136-75/159-0/160-74/218-76/279-0|-1
14|Mithra|31|5|--nw-n-|22/26/21/16/15|59-35/107-36/108-34/135-0/185-37/244-0/265-33|-1
13|Mokoi|14|10|-wn----|13/7/9/11/9|51-0/82-19/116-0/204-16/250-0/251-18/274-15|-1
13|Mot|46|6|---nw-r|32/38/30/24/21|80-0/97-49/166-50/167-0/259-48/264-0|-1
3|Mother Harlot|60|3|--srwwn|38/47/37/29/36|10-65/90-63/141-0/152-0/166-62/232-64|-1
9|Mothman|33|3|-swr---|20/23/17/28/18|67-36/91-35/153-37/204-38/274-0/286-0|-1
19|Narasimha|47|5|sw---n-|29/27/30/35/27|25-53/46-48/79-49/108-0/136-51/263-0|-1
7|Nata Taishi|6|0|-s-w---|6/2/6/7/4|30-0/52-0/61-8/208-0/227-9/250-7/251-10|-1
9|Nebiros|63|8|-r-wswn|38/47/39/40/32|7-0/51-0/141-0/162-65/166-67/184-69/252-70|-1
17|Neko Shogun|32|10|s--rwnn|26/20/19/23/15|31-0/57-37/66-0/79-36/149-35/157-34/286-0|-1
9|Niddhoggr|55|6|--n--wn|23/41/35/31/42|39-58/80-0/97-57/118-61/141-0/236-60/255-59|-1
14|Nigi Mitama|23|9|---wn--|15/16/14/15/16|55-0/96-28/122-26/154-0/210-0/212-25/229-29|-1
10|Norn|72|4|--swd-n|42/53/31/48/46|24-74/50-79/54-0/95-0/120-77/123-75/133-0/281-76|10
18|Nozuchi|27|8|--wr---|26/13/19/15/15|10-0/74-0/179-32/187-31/196-0/207-30/286-29|-1
0|Obariyon|13|0|ss-----|11/6/11/9/9|51-0/170-14/236-17/246-15/247-18/250-0/261-0|-1
4|Oberon|12|3|-s-nw--|10/12/8/8/5|18-0/63-17/66-15/137-13/151-16/155-14/284-0|-1
4|Odin|74|3|-w-nd--|48/60/42/39/43|133-0/152-78/162-80/191-81/217-77/281-76/285-0|4
4|Okuninushi|41|3|---rw--|29/34/25/20/22|17-45/33-0/46-43/66-46/153-44/189-47/286-0|-1
5|Omoikane|7|3|--ws---|5/8/5/4/6|61-10/196-8/228-12/237-11/239-9/257-0/262-0/284-0|-1
9|Ongyo-Ki|82|0|---ndwn|59/64/59/47/24|10-84/65-85/89-87/90-0/147-0/240-86/285-0|9
11|Oni|30|0|sn-----|25/12/26/18/16|22-32/45-0/48-0/68-34/84-0/199-35/236-33|-1
1|Orobas|8|1|-sw----|4/10/6/10/6|6-0/51-0/61-10/116-0/227-11/245-12|-1
12|Orthrus|39|1|-nw----|34/21/28/23/18|8-0/31-0/87-42/144-44/145-41/183-45|-1
0|Ose|31|0|s---nw-|28/12/20/25/15|22-0/27-35/195-34/196-33/199-0/200-0/259-36|-1
4|Pabilsag|51|0|-nw--wr|38/29/30/33/30|20-56/34-0/90-0/167-55/246-54/255-53|-1
2|Parvati|37|9|-wn----|20/29/17/25/27|55-0/57-43/59-41/145-40/157-39/173-0|-1
15|Pazuzu|37|6|--r--w-|27/15/28/29/19|10-40/40-0/44-42/167-0/172-41/207-0/255-39|-1
19|Phoenix|20|4|--wn---|9/15/9/20/14|61-25/87-26/96-0/103-23/142-0/144-27/272-22|-1
1|Pixie|2|9|-w--s--|2/3/2/4/2|53-0/154-4/192-0/271-8/284-3|-1
8|Power|27|5|-s-wn-w|21/20/11/17/19|106-0/107-31/135-0/175-33/200-30/258-32/264-0/286-29|-1
8|Principality|19|5|-----nw|11/15/10/18/10|106-0/135-21/155-22/225-23/258-24/266-25/272-0|-1
1|Pyro Jack|32|1|-dw----|16/26/19/22/20|8-0/26-37/144-36/145-34/233-38/262-0|-1
6|Queen Mab|25|3|---nw--|17/19/15/17/14|52-0/63-27/153-29/212-26/225-30/264-0/286-0|-1
11|Rakshasa|23|0|s-w----|19/12/18/14/13|28-26/36-0/45-0/62-27/92-25/125-0/199-28|-1
1|Rangda|47|1|r-w----|24/37/30/25/32|7-49/61-50/144-0/168-51/223-55/264-0|-1
6|Raphael|53|9|--r--nw|32/38/24/33/39|14-56/54-0/147-55/156-59/159-0/177-57|-1
2|Saki Mitama|11|9|--s-w--|5/12/5/8/10|12-13/38-0/53-0/155-14/188-16/257-0|-1
13|Samael|36|6|--snw-n|24/29/25/19/18|52-38/150-0/158-39/166-40/167-0/196-0/259-41|-1
18|Sandalphon|84|5|----nrw|56/61/46/47/49|9-88/14-0/15-87/69-89/136-0/218-90/242-0|18
11|Sandman|5|4|---ws--|4/5/6/4/3|43-7/51-8/94-0/203-0/249-6/270-11|-1
2|Sarasvati|17|9|--n-w--|9/16/10/13/10|51-21/122-19/129-0/155-0/189-23/192-0/238-20|-1
20|Satan|76|7|-r--w-r|45/60/47/40/43|32-81/70-80/123-78/143-0/160-0/189-82/217-77|-1
17|Saturnus|75|1|-dw-n--|50/57/36/43/49|7-0/77-77/86-0/105-79/143-0/252-81|-1
2|Scathach|79|2|-wd-n--|54/59/37/49/45|14-81/95-0/117-83/130-0/133-82/162-85/281-84|2
14|Seiryu|47|3|-w--n--|30/31/33/28/26|66-52/67-51/150-0/153-0/196-50/230-53/285-49|-1
3|Senri|9|9|-n-w---|7/7/4/14/7|6-0/52-10/53-0/137-0/155-11/271-14|-1
4|Setanta|34|3|-w-n---|23/21/25/24/16|23-39/46-36/84-0/182-40/199-38/245-0/286-0|-1
18|Seth|68|4|--rw---|46/51/40/39/35|75-74/95-0/133-0/184-72/281-73/283-71|-1
5|Shiisaa|21|3|-wsn--w|18/18/9/14/11|29-0/151-0/188-26/207-22/232-25/246-24/286-23|-1
0|Shiki-Ouji|56|1|-nn-w--|50/29/31/41/24|17-58/104-59/150-0/172-0/186-62/240-0|-1
16|Shiva|80|3|--dr---|59/48/44/54/42|71-0/133-0/152-82/160-84/201-87/252-83/285-0|16
11|Siegfried|63|0|n-s-w--|48/36/41/38/33|11-0/99-70/115-65/147-0/199-0/206-68/217-66|-1
3|Skadi|52|2|-wd-s--|27/37/32/36/31|5-0/39-54/117-56/131-0/220-59/221-57/252-60|-1
7|Slime|2|0|sw-----|3/2/3/2/3|30-0/81-0/85-5/214-4/236-7/262-3|-1
8|Sraosha|74|5|---d-rw|57/36/44/62/33|15-81/37-0/107-78/136-0/160-80/199-0/285-76|8
15|Succubus|44|8|-r---wn|22/33/28/32/27|8-0/123-50/144-46/166-47/167-0/234-49/253-48|-1
18|Sui-Ki|57|2|-wdr---|42/49/43/33/17|39-0/71-62/199-0/216-59/265-60/275-0|-1
19|Suparna|77|4|---wn--|48/52/45/55/38|65-83/76-82/77-79/95-0/133-81/137-0/281-80|-1
1|Surt|69|1|-rw-n--|41/54/39/40/40|7-0/49-0/86-75/115-0/143-71/183-76/205-74|-1
14|Suzaku|54|1|-rw----|30/36/31/42/30|7-56/24-60/72-0/86-59/144-0/147-55/233-58|-1
14|Sylph|11|4|---ws--|8/10/5/10/7|94-0/132-14/154-0/155-13/215-12/256-0|-1
19|Tam Lin|53|0|ss---n-|45/31/34/39/25|23-54/49-0/65-56/71-59/78-58/115-0/199-55/285-0|-1
16|Taotie|35|7|------r|20/27/30/22/13|43-37/52-0/158-0/162-38/163-0/179-40/269-41|-1
12|Taowu|56|9|-w--nwn|40/37/31/38/29|1-62/5-0/51-0/78-61/149-0/179-58/199-60|-1
7|Thor|65|3|s--dw--|43/39/53/32/35|19-67/49-0/115-0/152-68/186-69/268-70/285-0|-1
4|Thoth|45|3|---nwrw|28/43/23/21/27|104-48/135-0/153-0/157-47/158-0/185-49/285-51|-1
8|Throne|49|5|-d---nw|37/30/24/37/26|7-0/69-55/107-0/108-0/162-51/216-53/226-54|-1
11|Titan|14|3|--ws---|11/12/10/10/6|52-0/61-16/125-18/151-0/231-19/249-0|-1
3|Titania|26|2|-wn----|12/23/15/19/16|55-0/96-29/132-0/162-32/214-27/216-31|-1
7|Triglav|43|0|s--w---|33/23/27/32/21|35-48/46-0/111-0/145-45/168-46/177-47/199-49|-1
20|Trumpeter|67|7|--dr-rn|40/47/39/45/37|44-69/50-73/65-0/110-74/145-68/159-0/160-70/285-0|-1
2|Tzitzimitl|70|3|---rw-n|46/56/41/39/35|51-72/152-76/168-0/217-73/219-77/246-71/278-0/285-0|-1
15|Ukobach|3|1|-sw----|3/4/3/4/2|6-0/43-5/88-7/203-4/232-6/257-0|-1
6|Undine|33|9|-wd----|21/27/13/26/19|40-0/55-0/118-37/131-34/157-36/198-0|-1
5|Unicorn|29|3|--n-w-w|17/22/19/22/14|52-31/135-0/153-34/173-0/212-33/271-32/286-0|-1
8|Uriel|58|1|-r---nw|35/42/37/36/31|7-61/69-62/86-63/108-0/115-60/144-0/176-64|-1
11|Valkyrie|8|2|--s-w--|7/6/6/7/5|18-11/38-0/42-0/129-12/155-10/208-0|-1
12|Vasuki|71|5|--sn--w|48/47/50/40/35|79-75/108-0/115-74/136-76/187-73/278-0/285-77|-1
15|Vetala|19|8|-w--s-s|17/10/14/12/11|36-22/81-0/85-24/90-0/91-21/97-23/127-20|-1
8|Virtue|33|5|--wn-nw|22/29/21/19/15|35-37/84-35/96-0/107-38/135-0/198-0/226-39|-1
14|Vishnu|73|7|-wn--n-|46/52/34/54/43|11-0/15-79/99-76/130-0/160-0/199-78/217-75|14
13|White Rider|58|6|-nw--nr|49/31/37/40/24|7-60/77-62/107-66/108-0/136-63/141-65/166-67/167-0|-1
14|Xiezhai|16|3|---sw--|14/12/9/13/7|66-21/137-17/151-0/208-0/209-19/246-18/284-0|-1
3|Yaksini|18|2|-wns---|13/16/10/12/10|18-0/28-23/40-22/118-21/129-0/208-0/260-20|-1
18|Yamata-no-Orochi|34|2|-wnnw--|29/21/26/18/15|96-0/102-36/118-39/131-0/214-0/229-38|-1
19|Yatagarasu|40|10|--w-sn-|28/27/22/31/19|8-0/44-46/54-45/104-44/147-0/173-0/181-43|-1
12|Yatsufusa|49|1|-d--rn-|32/33/27/36/26|7-0/62-53/87-0/111-51/143-54/147-0/162-55/199-52|-1
12|Yomotsu-Ikusa|22|8|-ws---n|17/16/18/12/10|41-0/73-24/91-25/129-0/195-27/196-26|-1
0|Yomotsu-Shikome|7|8|-ws----|2/7/7/8/4|81-0/97-11/165-10/193-0/248-0/257-9|-1
16|Yoshitsune|75|0|ns-r-r-|52/39/49/61/34|37-0/65-79/109-83/110-77/199-0/219-78/285-0|-1
14|Yurlungur|69|8|-wd-s--|41/50/45/43/35|39-0/105-71/156-72/222-75/242-74/278-0|-1
11|Zaou-Gongen|90|1|-r-w---|61/48/71/47/50|16-92/71-94/78-93/86-95/99-0/143-0/199-0/279-96|11
21|Ame-no-Uzume|18|9|---wnn-|9/15/12/10/15|26-23/106-0/121-20/132-0/155-0/210-21/271-24|-1
22|Baphomet|47|6|-----wn|25/35/35/26/27|10-49/62-50/80-0/97-0/141-52/144-0/166-53|-1
22|Chernobog|62|6|s---w-n|46/47/32/35/33|123-69/141-0/159-68/171-64/206-0/239-66/265-0|-1
22|Gurr|20|0|----sws|16/11/14/15/11|28-0/103-21/170-0/195-25/196-23/236-27/260-22|-1
21|Kaguya|74|5|-w--snn|37/65/36/44/47|83-0/107-78/108-0/136-77/156-0/252-80/266-75|21
21|Kingu|58|9|-w-s--s|38/44/38/30/31|24-0/68-63/76-0/157-0/175-59/187-60/275-62|-1
22|Kumbhanda|55|1|-d--w--|37/36/35/44/20|7-0/12-56/24-0/49-60/86-58/228-59/266-61|-1
21|Kushinada-Hime|44|9|-----nw|25/32/27/24/31|139-50/144-46/149-0/157-0/182-48/214-0|-1
21|Lakshmi|65|2|-wn--n-|36/50/37/38/41|14-71/39-0/119-66/130-0/176-68/232-70|-1
22|Loa|40|6|----sws|25/30/28/23/21|127-0/150-0/166-45/167-0/259-42/266-47/285-43|-1
22|Magatsu-Izanagi|77|6|-----nn|60/58/55/50/20|22-0/97-0/110-84/133-78/152-0/160-80/199-82/279-86|22
21|Narcissus|24|6|w-sss--|13/18/11/16/21|10-30/16-27/90-0/132-0/190-25/232-26/264-0|-1
22|Pale Rider|34|6|----swn|25/24/21/24/15|46-35/96-0/140-0/163-0/167-37/259-39|-1
21|Quetzalcoatl|51|4|----snw|30/31/31/35/33|95-52/104-0/111-53/134-0/136-55/147-0/281-57|-1
21|Raja Naga|37|3|sw-n---|25/26/24/22/21|43-43/84-0/149-38/153-42/175-40/264-0/269-39|-1
21|Sati|31|1|-nw----|19/27/20/17/17|8-0/55-33/72-0/142-0/144-36/271-34|-1
22|Seiten Taisei|68|0|sw--s--|47/34/40/48/42|19-71/37-0/75-0/115-69/211-0/217-74/279-76|-1
22|Take-Minakata|27|3|s--s-ww|20/20/22/14/12|26-30/51-31/62-33/151-0/259-29/286-0|-1
